RING PLANE CROSSING ,,,,,
"Seq  = Cassini planning sequence, Rev = revolution - defined from apoapse to apoapse",,,,,
"and Rs = 60,268 km",,,,,
Seq,Rev,Event,Epoch (SCET),Date,Range(Rs)
S78,190,Descending Ring Crossing,2013-143T18:01,May23,20.096
S78,191,Ascending Ring Crossing,2013-151T17:10,May31,10.98
S78,191,Descending Ring Crossing,2013-155T16:53,Jun04,20.11
S79,192,Ascending Ring Crossing,2013-163T16:06,Jun12,10.986
S79,192,Descending Ring Crossing,2013-167T15:54,Jun16,20.116
S79,193,Ascending Ring Crossing,2013-175T15:16,Jun24,10.99
S79,193,Descending Ring Crossing,2013-179T15:04,Jun28,20.115
S79,194,Ascending Ring Crossing,2013-187T14:17,Jul06,10.976
S79,194,Descending Ring Crossing,2013-191T13:45,Jul10,20.083
S79,195,Ascending Ring Crossing,2013-201T22:04,Jul20,18.176
S79,195,Descending Ring Crossing,2013-207T12:17,Jul26,20.066
S79,196,Ascending Ring Crossing,2013-223T00:04,Aug11,30.033
S80,196,Descending Ring Crossing,2013-231T09:58,Aug19,20.105
S80,197,Ascending Ring Crossing,2013-246T22:11,Sep03,30.063
S80,197,Descending Ring Crossing,2013-255T08:01,Sep12,20.087
S80,198,Ascending Ring Crossing,2013-273T19:22,Sep30,43.208
S80,198,Descending Ring Crossing,2013-287T05:11,Oct14,20.069
S81,198,Ascending Ring Crossing,2013-309T19:00,Nov05,64.016
S81,199,Descending Ring Crossing,2013-335T00:51,Dec01,20.064
S81,199,Ascending Ring Crossing,2013-347T08:41,Dec13,42.176
S82,200,Descending Ring Crossing,2014-001T22:10,Jan01,20.064
S82,200,Ascending Ring Crossing,2014-011T07:04,Jan11,37.259
S82,201,Descending Ring Crossing,2014-033T19:22,Feb02,20.051
S82,201,Ascending Ring Crossing,2014-040T19:03,Feb09,30.801
S82,202,Descending Ring Crossing,2014-065T16:34,Mar06,20.047
S82,202,Ascending Ring Crossing,2014-071T01:27,Mar12,24.817
S83,203,Descending Ring Crossing,2014-097T13:50,Apr07,20.025
S83,203,Ascending Ring Crossing,2014-101T21:26,Apr11,20.664
S83,204,Descending Ring Crossing,2014-133T09:12,May13,20.018
S83,204,Ascending Ring Crossing,2014-137T16:44,May17,20.651
S84,205,Descending Ring Crossing,2014-164T17:28,Jun13,21.969
S84,205,Ascending Ring Crossing,2014-169T13:59,Jun18,20.649
S84,206,Descending Ring Crossing,2014-195T17:19,Jul14,25.715
S84,206,Ascending Ring Crossing,2014-201T11:11,Jul20,20.664
S85,207,Descending Ring Crossing,2014-226T18:38,Aug14,28.972
S85,207,Ascending Ring Crossing,2014-233T08:18,Aug21,20.455
S85,208,Descending Ring Crossing,2014-260T08:33,Sep17,22.262
S85,208,Ascending Ring Crossing,2014-265T05:30,Sep22,20.455
S86,209,Descending Ring Crossing,2014-293T06:10,Oct20,17.28
S86,209,Ascending Ring Crossing,2014-297T02:51,Oct24,20.488
S86,210,Descending Ring Crossing,2014-341T06:38,Dec07,17.701
S86,210,Ascending Ring Crossing,2014-344T22:35,Dec10,20.504
S87,211,Descending Ring Crossing,2015-009T01:16,Jan09,10.907
S87,211,Ascending Ring Crossing,2015-011T19:57,Jan11,20.504
S87,212,Descending Ring Crossing,2015-041T06:10,Feb10,8.783
S87,212,Ascending Ring Crossing,2015-043T17:17,Feb12,20.518
S88,213,Descending Ring Crossing,2015-073T07:05,Mar14,7.721
S88,213,Ascending Ring Crossing,2015-075T14:12,Mar16,20.395
S88,213,Descending Ring Crossing,2015-076T04:06,Mar17,24.326
S88,214,Ascending Ring Crossing,2015-101T11:50,Apr11,6.331
S88,214,Descending Ring Crossing,2015-104T07:50,Apr14,25.008
S89,215,Ascending Ring Crossing,2015-129T09:43,May09,6.633
S89,215,Descending Ring Crossing,2015-130T06:39,May10,8.542
S89,216,Ascending Ring Crossing,2015-148T06:33,May28,6.646
S89,216,Descending Ring Crossing,2015-149T03:34,May29,8.575
S89,217,Descending Ring Crossing,2015-167T00:00,Jun17,7.948
S89,217,Ascending Ring Crossing,2015-167T04:24,Jun16,6.641
S89,218,Ascending Ring Crossing,2015-186T01:58,Jul05,7.056
S89,218,Descending Ring Crossing,2015-186T22:28,Jul05,7.931
S90,219,Ascending Ring Crossing,2015-207T18:04,Jul26,8.213
S90,219,Descending Ring Crossing,2015-208T19:00,Jul27,8.808
S90,220,Ascending Ring Crossing,2015-229T13:41,Aug17,8.203
S90,220,Descending Ring Crossing,2015-230T12:45,Aug18,8.045
S90,221,Ascending Ring Crossing,2015-251T08:03,Sep08,9
S90,221,Descending Ring Crossing,2015-252T09:02,Sep09,8.047
S91,222,Ascending Ring Crossing,2015-272T22:39,Sep29,11.041
S91,222,Descending Ring Crossing,2015-273T18:48,Sep30,3.513
S91,223,Ascending Ring Crossing,2015-286T23:55,Oct13,9.488
S91,223,Descending Ring Crossing,2015-287T17:02,Oct14,3.703
S91,224,Ascending Ring Crossing,2015-300T21:22,Oct27,9.66
S91,224,Descending Ring Crossing,2015-301T14:50,Oct28,3.685
S91,225,Ascending Ring Crossing,2015-314T18:33,Nov10,9.837
S91,225,Descending Ring Crossing,2015-315T12:19,Nov11,3.653
S91,225,Ascending Ring Crossing,2015-321T11:31,Nov17,32.291
S91,226,Descending Ring Crossing,2015-328T03:11,Nov24,2.532
S92,226,Ascending Ring Crossing,2015-334T00:34,Nov30,32.198
S92,227,Descending Ring Crossing,2015-340T20:26,Dec06,2.531
S92,227,Ascending Ring Crossing,2015-346T13:38,Dec12,32.107
S92,228,Descending Ring Crossing,2015-353T14:00,Dec19,2.57
S92,228,Ascending Ring Crossing,2015-358T21:56,Dec24,31.872
S92,229,Descending Ring Crossing,2016-001T10:28,Jan01,2.574
S92,229,Ascending Ring Crossing,2016-006T13:16,Jan06,31.587
S92,230,Descending Ring Crossing,2016-014T06:45,Jan14,2.573
S92,230,Ascending Ring Crossing,2016-017T04:44,Jan17,26.148
S92,231,Descending Ring Crossing,2016-030T03:43,Jan30,3.597
S92,231,Ascending Ring Crossing,2016-032T05:03,Feb01,21.032
S93,232,Descending Ring Crossing,2016-046T00:38,Feb15,4.122
S93,232,Ascending Ring Crossing,2016-048T01:59,Feb17,20.528
S93,233,Descending Ring Crossing,2016-069T15:35,Mar09,7.126
S93,233,Ascending Ring Crossing,2016-071T23:09,Mar11,20.38
S93,234,Descending Ring Crossing,2016-093T13:49,Apr02,7.139
S93,234,Ascending Ring Crossing,2016-095T21:17,Apr04,20.363
S94,235,Descending Ring Crossing,2016-125T00:14,May04,10.917
S94,235,Ascending Ring Crossing,2016-127T18:06,May06,20.247
S94,236,Descending Ring Crossing,2016-156T09:16,Jun04,14.083
S94,236,Ascending Ring Crossing,2016-159T15:03,Jun07,20.167
S95,237,Descending Ring Crossing,2016-180T00:02,Jun28,14.362
S95,237,Ascending Ring Crossing,2016-183T12:25,Jul01,20.177
S95,238,Descending Ring Crossing,2016-203T22:39,Jul21,14.372
S95,238,Ascending Ring Crossing,2016-207T10:45,Jul25,20.108
S95,239,Descending Ring Crossing,2016-220T01:58,Aug07,11.124
S95,239,Ascending Ring Crossing,2016-223T09:14,Aug10,20.083
S95,240,Descending Ring Crossing,2016-232T06:11,Aug19,8.213
S95,240,Ascending Ring Crossing,2016-235T07:59,Aug22,20.087
S95,241,Descending Ring Crossing,2016-244T05:00,Aug31,8.214
S95,241,Ascending Ring Crossing,2016-247T06:49,Sep03,20.094
S96,242,Descending Ring Crossing,2016-256T04:10,Sep12,8.223
S96,242,Ascending Ring Crossing,2016-259T06:03,Sep15,20.097
S96,243,Descending Ring Crossing,2016-268T03:19,Sep24,8.212
S96,243,Ascending Ring Crossing,2016-271T04:58,Sep27,20.067
S96,244,Descending Ring Crossing,2016-277T21:27,Oct03,5.806
S96,244,Ascending Ring Crossing,2016-280T18:25,Oct06,20.075
S96,245,Descending Ring Crossing,2016-287T11:07,Oct13,5.812
S96,245,Ascending Ring Crossing,2016-290T08:08,Oct16,20.077
S96,246,Descending Ring Crossing,2016-297T00:47,Oct23,5.806
S96,246,Ascending Ring Crossing,2016-299T21:42,Oct25,20.063
S96,247,Descending Ring Crossing,2016-306T14:17,Nov01,5.801
S96,247,Ascending Ring Crossing,2016-309T11:08,Nov04,20.062
S96,248,Descending Ring Crossing,2016-316T03:52,Nov11,5.799
S96,248,Ascending Ring Crossing,2016-319T00:36,Nov14,20.05
S96,249,Descending Ring Crossing,2016-324T07:47,Nov19,3.677
S96,249,Ascending Ring Crossing,2016-326T23:40,Nov21,20.055
S97,250,Descending Ring Crossing,2016-332T07:01,Nov27,3.678
S97,250,Ascending Ring Crossing,2016-334T22:51,Nov29,20.052
S97,251,Descending Ring Crossing,2016-339T13:16,Dec04,2.533
S97,251,Ascending Ring Crossing,2016-342T03:01,Dec07,20.062
S97,252,Descending Ring Crossing,2016-346T17:32,Dec11,2.533
S97,252,Ascending Ring Crossing,2016-349T07:16,Dec14,20.058
S97,253,Descending Ring Crossing,2016-353T21:35,Dec18,2.514
S97,253,Ascending Ring Crossing,2016-356T11:08,Dec21,20.049
S97,254,Descending Ring Crossing,2016-361T01:37,Dec26,2.512
S97,254,Ascending Ring Crossing,2016-363T15:08,Dec28,20.044
S97,255,Descending Ring Crossing,2017-002T05:33,Jan02,2.508
S97,255,Ascending Ring Crossing,2017-004T19:01,Jan04,20.041
S97,256,Descending Ring Crossing,2017-009T09:26,Jan09,2.506
S97,256,Ascending Ring Crossing,2017-011T22:53,Jan11,20.038
S97,257,Descending Ring Crossing,2017-016T13:18,Jan16,2.507
S97,257,Ascending Ring Crossing,2017-019T02:46,Jan19,20.042
S97,258,Descending Ring Crossing,2017-023T17:11,Jan23,2.507
S97,258,Ascending Ring Crossing,2017-026T06:41,Jan26,20.045
S98,259,Descending Ring Crossing,2017-030T21:08,Jan30,2.509
S98,259,Ascending Ring Crossing,2017-033T10:36,Feb02,20.053
S98,260,Descending Ring Crossing,2017-038T01:30,Feb07,2.528
S98,260,Ascending Ring Crossing,2017-040T15:04,Feb09,20.061
S98,261,Descending Ring Crossing,2017-045T06:01,Feb14,2.529
S98,261,Ascending Ring Crossing,2017-047T19:35,Feb16,20.058
S98,262,Descending Ring Crossing,2017-052T10:07,Feb21,2.493
S98,262,Ascending Ring Crossing,2017-054T23:31,Feb23,20.057
S98,263,Descending Ring Crossing,2017-059T14:14,Feb28,2.492
S98,263,Ascending Ring Crossing,2017-062T03:36,Mar03,20.053
S98,264,Descending Ring Crossing,2017-066T18:13,Mar07,2.482
S98,264,Ascending Ring Crossing,2017-069T07:26,Mar10,20.042
S98,265,Descending Ring Crossing,2017-073T22:08,Mar14,2.48
S98,265,Ascending Ring Crossing,2017-076T11:19,Mar17,20.038
S98,266,Descending Ring Crossing,2017-081T01:59,Mar22,2.479
S98,266,Ascending Ring Crossing,2017-083T15:11,Mar24,20.039
S98,267,Descending Ring Crossing,2017-088T05:50,Mar29,2.478
S98,267,Ascending Ring Crossing,2017-090T19:01,Mar31,20.038
S98,268,Descending Ring Crossing,2017-095T09:41,Apr05,2.479
S98,268,Ascending Ring Crossing,2017-097T22:53,Apr07,20.045
S99,269,Descending Ring Crossing,2017-102T13:40,Apr12,2.484
S99,269,Ascending Ring Crossing,2017-105T02:55,Apr15,20.049
S99,270,Descending Ring Crossing,2017-109T17:44,Apr19,2.485
S99,270,Ascending Ring Crossing,2017-112T07:11,Apr22,20.081
S99,271,Descending Ring Crossing,2017-116T09:42,Apr26,1.063
S99,271,Ascending Ring Crossing,2017-118T17:53,Apr28,20.062
S99,272,Descending Ring Crossing,2017-122T20:44,May02,1.063
S99,272,Ascending Ring Crossing,2017-125T04:38,May05,20.034
S99,273,Descending Ring Crossing,2017-129T07:41,May09,1.059
S99,273,Ascending Ring Crossing,2017-131T15:14,May11,19.993
S99,274,Descending Ring Crossing,2017-135T18:33,May15,1.058
S99,274,Ascending Ring Crossing,2017-138T01:51,May18,19.968
S99,275,Descending Ring Crossing,2017-142T05:25,May22,1.059
S99,275,Ascending Ring Crossing,2017-144T12:25,May24,19.954
S99,276,Descending Ring Crossing,2017-148T16:54,May28,1.076
S99,276,Ascending Ring Crossing,2017-150T23:38,May30,19.927
S99,277,Descending Ring Crossing,2017-155T04:27,Jun04,1.076
S99,277,Ascending Ring Crossing,2017-157T10:52,Jun06,19.892
S99,278,Descending Ring Crossing,2017-161T15:55,Jun10,1.067
S99,278,Ascending Ring Crossing,2017-163T21:45,Jun12,19.826
S100,279,Descending Ring Crossing,2017-168T03:14,Jun17,1.066
S100,279,Ascending Ring Crossing,2017-170T08:46,Jun19,19.79
S100,280,Descending Ring Crossing,2017-174T14:32,Jun23,1.067
S100,280,Ascending Ring Crossing,2017-176T19:47,Jun25,19.764
S100,281,Descending Ring Crossing,2017-181T02:03,Jun30,1.071
S100,281,Ascending Ring Crossing,2017-183T07:00,Jul02,19.732
S100,282,Descending Ring Crossing,2017-187T13:38,Jul06,1.072
S100,282,Ascending Ring Crossing,2017-189T18:16,Jul08,19.691
S100,283,Descending Ring Crossing,2017-194T01:04,Jul13,1.056
S100,283,Ascending Ring Crossing,2017-196T04:57,Jul15,19.609
S100,284,Descending Ring Crossing,2017-200T12:25,Jul19,1.055
S100,284,Ascending Ring Crossing,2017-202T15:57,Jul21,19.564
S100,285,Descending Ring Crossing,2017-206T23:43,Jul25,1.055
S100,285,Ascending Ring Crossing,2017-209T02:56,Jul28,19.526
S100,286,Descending Ring Crossing,2017-213T11:06,Aug01,1.056
S100,286,Ascending Ring Crossing,2017-215T14:00,Aug03,19.486
S100,287,Descending Ring Crossing,2017-219T22:33,Aug07,1.057
S100,287,Ascending Ring Crossing,2017-222T01:05,Aug10,19.441
S100,288,Descending Ring Crossing,2017-226T09:42,Aug14,1.034
S100,288,Ascending Ring Crossing,2017-228T11:33,Aug16,19.361
S100,289,Descending Ring Crossing,2017-232T20:55,Aug20,1.034
S100,289,Ascending Ring Crossing,2017-234T22:21,Aug22,19.305
S101,290,Descending Ring Crossing,2017-239T08:04,Aug27,1.033
S101,290,Ascending Ring Crossing,2017-241T09:06,Aug29,19.251
S101,291,Descending Ring Crossing,2017-245T19:12,Sep02,1.033
S101,291,Ascending Ring Crossing,2017-247T19:53,Sep04,19.201
S101,292,Descending Ring Crossing,2017-252T06:23,Sep09,1.034
S101,292,Ascending Ring Crossing,2017-254T06:41,Sep11,19.149
S101,293,Descending Ring Crossing,2017-258T17:04,Sep15,0.988
